Series_reference,Period,Data_value,STATUS,UNITS,MAGNTUDE,Subject,Group,Series_title_1,Series_title_2,Series_title_3
PRDA.S1LBB1P,2010.03,5.6,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Mining,Percentage Change
PRDA.S1LBB1P,2015.03,11.6,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Mining,Percentage Change
PRDA.S1LBB1P,2016.03,0.6,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Mining,Percentage Change
PRDA.S1LBB1P,2018.03,4.5,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Mining,Percentage Change
PRDA.S1LBB1P,2020.03,0.6,REVISED,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Mining,Percentage Change
PRDA.S1LCCZI,1978.03,1000.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,1979.03,1000.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,1980.03,992.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,1981.03,1008.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,1982.03,1074.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,1983.03,1068.0,REVISED,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,1984.03,1125.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,1985.03,1143.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,1986.03,1067.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,1987.03,1103.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,1988.03,1126.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,1989.03,1197.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,1990.03,1246.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,1991.03,1244.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,1992.03,1289.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,1993.03,1333.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,1994.03,1341.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,1995.03,1349.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,1996.03,1310.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,1997.03,1334.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,1998.03,1398.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,1999.03,1423.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,2000.03,1485.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,2001.03,1500.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,2002.03,1498.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,2003.03,1570.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,2004.03,1594.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,2005.03,1617.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,2006.03,1657.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,2007.03,1624.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,2008.03,1649.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,2009.03,1570.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,2010.03,1631.0,REVISED,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,2011.03,1666.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,2012.03,1680.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,2013.03,1697.0,REVISED,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,2014.03,1693.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,2015.03,1677.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,2016.03,1703.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,2017.03,1723.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,2018.03,1744.0,REVISED,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,2019.03,1746.0,REVISED,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,2020.03,1736.0,REVISED,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,2021.03,1778.0,REVISED,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZI,2022.03,1833.0,PROVISIONAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Index
PRDA.S1LCCZP,1981.03,1.6,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Percentage Change
PRDA.S1LCCZP,1982.03,6.5,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Percentage Change
PRDA.S1LCCZP,1984.03,5.3,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Percentage Change
PRDA.S1LCCZP,1985.03,1.7,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Percentage Change
PRDA.S1LCCZP,1987.03,3.4,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Percentage Change
PRDA.S1LCCZP,1988.03,2.0,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Percentage Change
PRDA.S1LCCZP,1989.03,6.3,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Percentage Change
PRDA.S1LCCZP,1990.03,4.1,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Percentage Change
PRDA.S1LCCZP,1992.03,3.6,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Percentage Change
PRDA.S1LCCZP,1993.03,3.4,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Percentage Change
PRDA.S1LCCZP,1994.03,0.6,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Percentage Change
PRDA.S1LCCZP,1995.03,0.6,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Percentage Change
PRDA.S1LCCZP,1997.03,1.8,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Percentage Change
PRDA.S1LCCZP,1998.03,4.8,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Percentage Change
PRDA.S1LCCZP,1999.03,1.8,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Percentage Change
PRDA.S1LCCZP,2000.03,4.4,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Percentage Change
PRDA.S1LCCZP,2001.03,1.1,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Percentage Change
PRDA.S1LCCZP,2003.03,4.8,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Percentage Change
PRDA.S1LCCZP,2004.03,1.5,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Percentage Change
PRDA.S1LCCZP,2005.03,1.5,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Percentage Change
PRDA.S1LCCZP,2006.03,2.4,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Percentage Change
PRDA.S1LCCZP,2008.03,1.6,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Percentage Change
PRDA.S1LCCZP,2010.03,3.9,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Percentage Change
PRDA.S1LCCZP,2011.03,2.2,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Percentage Change
PRDA.S1LCCZP,2012.03,0.8,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Percentage Change
PRDA.S1LCCZP,2013.03,1.0,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Percentage Change
PRDA.S1LCCZP,2016.03,1.5,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Percentage Change
PRDA.S1LCCZP,2017.03,1.2,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Percentage Change
PRDA.S1LCCZP,2018.03,1.2,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Percentage Change
PRDA.S1LCCZP,2019.03,0.1,REVISED,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Percentage Change
PRDA.S1LCCZP,2021.03,2.4,REVISED,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Percentage Change
PRDA.S1LCCZP,2022.03,3.1,PROVISIONAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Manufacturing,Percentage Change
PRDA.S1LDD1I,1978.03,1000.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,1979.03,1044.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,1980.03,1212.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,1981.03,1205.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,1982.03,1163.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,1983.03,1151.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,1984.03,1237.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,1985.03,1247.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,1986.03,1265.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,1987.03,1254.0,REVISED,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,1988.03,1332.0,REVISED,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,1989.03,1354.0,REVISED,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,1990.03,1420.0,REVISED,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,1991.03,1600.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,1992.03,1675.0,REVISED,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,1993.03,1764.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,1994.03,1966.0,REVISED,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,1995.03,2090.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,1996.03,2218.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,1997.03,2008.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,1998.03,2261.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,1999.03,2703.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,2000.03,3005.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,2001.03,2973.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,2002.03,2745.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,2003.03,2854.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,2004.03,2810.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,2005.03,2619.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,2006.03,2358.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,2007.03,2545.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,2008.03,2349.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,2009.03,2196.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,2010.03,2254.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,2011.03,2169.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,2012.03,2135.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,2013.03,2161.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,2014.03,2097.0,REVISED,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,2015.03,2089.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,2016.03,2129.0,REVISED,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,2017.03,2038.0,REVISED,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,2018.03,1896.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,2019.03,1940.0,REVISED,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,2020.03,1841.0,REVISED,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,2021.03,1656.0,REVISED,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1I,2022.03,1691.0,PROVISIONAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Index
PRDA.S1LDD1P,1979.03,4.4,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Percentage Change
PRDA.S1LDD1P,1980.03,16.1,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Percentage Change
PRDA.S1LDD1P,1984.03,7.5,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Percentage Change
PRDA.S1LDD1P,1985.03,0.8,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Percentage Change
PRDA.S1LDD1P,1986.03,1.4,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Percentage Change
PRDA.S1LDD1P,1988.03,6.2,REVISED,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Percentage Change
PRDA.S1LDD1P,1989.03,1.7,REVISED,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Percentage Change
PRDA.S1LDD1P,1990.03,4.9,REVISED,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Percentage Change
PRDA.S1LDD1P,1991.03,12.7,REVISED,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Percentage Change
PRDA.S1LDD1P,1992.03,4.7,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Percentage Change
PRDA.S1LDD1P,1993.03,5.3,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Percentage Change
PRDA.S1LDD1P,1994.03,11.4,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Percentage Change
PRDA.S1LDD1P,1995.03,6.3,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Percentage Change
PRDA.S1LDD1P,1996.03,6.1,REVISED,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Percentage Change
PRDA.S1LDD1P,1998.03,12.6,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Percentage Change
PRDA.S1LDD1P,1999.03,19.6,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Percentage Change
PRDA.S1LDD1P,2000.03,11.2,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Percentage Change
PRDA.S1LDD1P,2003.03,4.0,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Percentage Change
PRDA.S1LDD1P,2007.03,7.9,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Percentage Change
PRDA.S1LDD1P,2010.03,2.6,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Percentage Change
PRDA.S1LDD1P,2013.03,1.2,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Percentage Change
PRDA.S1LDD1P,2016.03,1.9,FINAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Percentage Change
PRDA.S1LDD1P,2019.03,2.3,REVISED,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Percentage Change
PRDA.S1LDD1P,2022.03,2.1,PROVISIONAL,Percent,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,"Electricity, Gas, Water and Waste Services",Percentage Change
PRDA.S1LEE1I,1978.03,1000.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Construction,Index
PRDA.S1LEE1I,1979.03,981.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Construction,Index
PRDA.S1LEE1I,1980.03,1001.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Construction,Index
PRDA.S1LEE1I,1981.03,1057.0,FINAL,Index,0,Productivity Statistics - PRD,Productivity Indexes - Industry Level (ANZSIC06),Labour,Construction,Index
